"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
14480,"false","dataResult",28,"M",7,"A","true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1488028492590,"lgc0"
28554,"false","dataResult",40,"F",8,"B","true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1488028506173,"lgc0"
28822,"false","dataResult",26,"F",6,"A","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1488028506737,"lgc0"
30184,"false","dataResult",21,"F",3,"B","true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1488028507784,"lgc0"
