"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
39373,"false","questionary2","1\,1\,3\,3\,1\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUXAJEYIGULW4DBHM3VP","[object Object]","[object Object]","NA","NA",1488028548173,"lgc0"
44394,"false","questionary2","1\,1\,2\,3\,2\,2\,2\,1\,1\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1488028552559,"lgc0"
45351,"false","questionary2","1\,1\,2\,3\,2\,1\,1\,1\,2\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1488028553517,"lgc0"
73842,"false","questionary2","1\,1\,3\,2\,2\,1\,2\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1488028581823,"lgc0"
