"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
3691,"false",0,"false",0,0,17.625,0,"K",3,"resultModule2","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA",3,1489618466980,"lgc0"
15004,"false",0,"false",0,0,17.625,0,"K",3,"resultModule2","true","AU3HEAMT7USOYP6L45CB","[object Object]","[object Object]","NA",3,1489618472057,"lgc0"
13188,"false",10,"false",3,1500,1514.625,10,"G",3,"resultModule2","true","AUHBFXP7NR56MVCQSIZ8","[object Object]","[object Object]","NA",3,1489618472930,"lgc0"
17473,"false",225,"false",67.5,750,700.125,5,"G",3,"resultModule2","true","AU546FCEMPSNKJ9TA3R7","[object Object]","[object Object]","NA",3,1489618476360,"lgc0"
