"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
51687,"false","questionary2","3\,1\,2\,3\,3\,1\,1\,2\,1\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU3HEAMT7USOYP6L45CB","[object Object]","[object Object]","NA","NA",1489618361594,"lgc0"
52044,"false","questionary2","2\,2\,2\,3\,2\,3\,1\,1\,3\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUHBFXP7NR56MVCQSIZ8","[object Object]","[object Object]","NA","NA",1489618362058,"lgc0"
59124,"false","questionary2","2\,1\,2\,2\,2\,2\,4\,1\,2\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU546FCEMPSNKJ9TA3R7","[object Object]","[object Object]","NA","NA",1489618369231,"lgc0"
84292,"false","questionary2","2\,1\,1\,3\,3\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1489618394276,"lgc0"
