access, exit, bonus, terminated
AUM9KV1OUR6DGIE743T2, E3hY5ByTcetdEs0Q, 2050, false
AUT75PZO24SJFAQW8EHI, EGV9DyEactodCfjN, 2550, false
AUS3D7TXELPZUGNMYH56, EYJViBN3wA5tKgOm, 2100, false
AU34IZO8QLBCKU0V29D1, E9kVBxqiZ7cHJfSu, 2700, false
