"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
5333,"false",900,100,"A","AUM9KV1OUR6DGIE743T2","Module1","true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1506099778139,"lgc0"
6371,"false",100,100,"B","AUT75PZO24SJFAQW8EHI","Module1","true","AUM9KV1OUR6DGIE743T2","[object Object]","[object Object]","NA","NA",1506099778141,"lgc0"
11735,"false",900,100,"A","AUS3D7TXELPZUGNMYH56","Module1","true","AU34IZO8QLBCKU0V29D1","[object Object]","[object Object]","NA","NA",1506099784546,"lgc0"
12127,"false",100,100,"B","AU34IZO8QLBCKU0V29D1","Module1","true","AUS3D7TXELPZUGNMYH56","[object Object]","[object Object]","NA","NA",1506099784984,"lgc0"
