"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
6348,"false","Module2",5,1350,1305,9,1350,"true",405,945,0.3,"true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA",5,1514997848611,"lgc0"
10322,"false","Module2",5,1200,1200,8,1200,"false",360,840,0.3,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA",5,1514997852610,"lgc0"
10345,"false","Module2",5,1050,1410,7,0,"false",0,1050,0.3,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA",5,1514997852725,"lgc0"
29788,"false","Module2",5,2250,1935,15,2250,"false",675,1575,0.3,"true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA",5,1514997872157,"lgc0"
