"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
8261,"false","questionary3",7,"true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1514998743167,"lgc0"
8890,"false","questionary3",6,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1514998743886,"lgc0"
24808,"false","questionary3",5,"true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1514998760077,"lgc0"
39018,"false","questionary3",17,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1514998773950,"lgc0"
