"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
7393,"false",1200,"false",360,1200,1200,8,"G",5,"resultModule2","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA",5,1514998791108,"lgc0"
5950,"false",1350,"true",405,1350,1305,9,"G",5,"resultModule2","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA",5,1514998795587,"lgc0"
13417,"false",0,"false",0,1050,1410,7,"K",5,"resultModule2","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA",5,1514998802687,"lgc0"
14903,"false",2250,"false",675,2250,1935,15,"K",5,"resultModule2","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA",5,1514998813719,"lgc0"
