"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
9196,"false",0,"B","AU2A683XSLDUWFPYZTBN","resultModule1","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1514998783453,"lgc0"
14478,"false",400,"B","AU2KA38WNS1XIUTL4PZY","resultModule1","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1514998788966,"lgc0"
15085,"false",600,"A","AU1I24FYT6VKMGOUD0JR","resultModule1","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1514998789357,"lgc0"
24247,"false",1000,"A","AU2X1ESN4IQ6HDZ3BL90","resultModule1","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1514998798543,"lgc0"
