"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
45186,"false","questionary2","1\,1\,1\,1\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1514998690436,"lgc0"
71882,"false","questionary2","2\,2\,1\,2\,2\,1\,1\,1\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1514998717230,"lgc0"
84012,"false","questionary2","3\,1\,3\,3\,3\,1\,1\,1\,3\,3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1514998729295,"lgc0"
89350,"false","questionary2","1\,1\,2\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1514998734621,"lgc0"
