"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
20888,"false",0,900,"B","AU2A683XSLDUWFPYZTBN","Module1","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1514997167274,"lgc0"
20898,"false",1000,0,"A","AU2X1ESN4IQ6HDZ3BL90","Module1","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1514997167299,"lgc0"
57587,"false",400,500,"B","AU2KA38WNS1XIUTL4PZY","Module1","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1514997203948,"lgc0"
57409,"false",600,400,"A","AU1I24FYT6VKMGOUD0JR","Module1","true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1514997203949,"lgc0"
