"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7897,"false","dice",3,3,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1514998583609,"lgc0"
13201,"false","dice",6,6,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1514998588685,"lgc0"
16067,"false","dice",1,1,"true","AU2KA38WNS1XIUTL4PZY","[object Object]","[object Object]","NA","NA",1514998591889,"lgc0"
19540,"false","dice",4,4,"true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1514998595145,"lgc0"
