"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
5181,"false",500,"A","AUP2FX4V7WDBN690R58O","resultModule1","true","AUM9KV1OUR6DGIE743T2","[object Object]","[object Object]","NA","NA",1488028294320,"lgc0"
12391,"false",1000,"A","AUJR7QU261F84MT3OZ9E","resultModule1","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1488028301662,"lgc0"
18208,"false",0,"B","AU1I24FYT6VKMGOUD0JR","resultModule1","true","AUJR7QU261F84MT3OZ9E","[object Object]","[object Object]","NA","NA",1488028307999,"lgc0"
25621,"false",500,"B","AUM9KV1OUR6DGIE743T2","resultModule1","true","AUP2FX4V7WDBN690R58O","[object Object]","[object Object]","NA","NA",1488028314833,"lgc0"
