"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
14526,"false",995,"A","AUPFEQ9B7DKMG45IR2Z6","resultModule1","true","AUXAPR62STVQKWIDJ45E","[object Object]","[object Object]","NA","NA",1506291230271,"lgc0"
19773,"false",5,"B","AUXAPR62STVQKWIDJ45E","resultModule1","true","AUPFEQ9B7DKMG45IR2Z6","[object Object]","[object Object]","NA","NA",1506291234957,"lgc0"
