access, exit, bonus, terminated
AUPFEQ9B7DKMG45IR2Z6, Eb8goJY5AnPkOrwL, 2311.25, false
AUXAPR62STVQKWIDJ45E, EnKxyeoEDRjf3Bc4, 3063.75, false
