access, exit, bonus, terminated
AU3G2JUFQZCWN5H71V8T, EG280ngFtSlixMue, 4.34625, false
AUNLB8P3AS4WDT2IHZ7Q, ERWOxfEoKZBp9niQ, 4.00125, false
AURQ94J1EPG3M7YKV826, EgnRFNuMIzKo1i5P, 4.00125, false
AU6JOQDNV0IL2ZHUF5XT, EuM59GnokhPd6mCV, 3.25125, false
