"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
"7256","false","resultModule4","2","A","0.80","NA","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA","1458860684068","lgc0"
"18133","false","resultModule4","3","A","0.80","NA","true","AUJ69SM7A4NGOL5KZHPD","[object Object]","[object Object]","NA","NA","1458860695447","lgc0"
