access, exit, bonus, terminated
AU0ODT5AE89UXFBM3L2N, EjMTSzlAK9tHmkbJ, 2.42, false
AUJ69SM7A4NGOL5KZHPD, EpGyZVhnTizw3aW1, 3.38, false
