"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
"50036","false","questionary2","2\,1\,3\,3\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA","1458860632280","lgc0"
"59076","false","questionary2","1\,2\,3\,3\,2\,1\,2\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUJ69SM7A4NGOL5KZHPD","[object Object]","[object Object]","NA","NA","1458860639670","lgc0"
