access, exit, bonus, terminated
AUMZO301CKS56HALGU8X, EgXZQzpT3U9RIMyN, 5.52405, false
AU7G6FLPVBWSHN5ZYRE8, EdSJ4GWwKg7R6Cet, 4.98405, false
AU3TF71QPAWY2DXG8KM4, EOMJxjFGiokys9Zg, 4.11405, false
AU5VUBT3WCQ6YEON9084, EmRMHVXL9ydCe0cT, 2.12785, false
