"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
"5328","false","200","500","B","AUPR179G0VXI2CWLOSDF","Module1","true","AU4KB8UXDHECP2GW1YFS","[object Object]","[object Object]","NA","NA","1458860078344","lgc0"
"4700","false","800","200","A","AU4KB8UXDHECP2GW1YFS","Module1","true","AUPR179G0VXI2CWLOSDF","[object Object]","[object Object]","NA","NA","1458860078671","lgc0"
"26874","false","500","500","B","AU51IRVUO6C24ZNPS38T","Module1","true","AU4KB8UXDHECP2GW1YFS","[object Object]","[object Object]","NA","NA","1458860136104","lgc0"
"15285","false","500","500","A","AU4KB8UXDHECP2GW1YFS","Module1","true","AU51IRVUO6C24ZNPS38T","[object Object]","[object Object]","NA","NA","1458860136701","lgc0"
"37646","false","800","200","A","AULTUQHAJ18IPORCE7BK","Module1","true","AUPR179G0VXI2CWLOSDF","[object Object]","[object Object]","NA","NA","1458860147782","lgc0"
"34212","false","200","500","B","AUPR179G0VXI2CWLOSDF","Module1","true","AULTUQHAJ18IPORCE7BK","[object Object]","[object Object]","NA","NA","1458860148305","lgc0"
