"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
"4680","false","200","B","AUPR179G0VXI2CWLOSDF","resultModule1","true","AULTUQHAJ18IPORCE7BK","[object Object]","[object Object]","NA","NA","1458861558653","lgc0"
"5221","false","500","B","AU51IRVUO6C24ZNPS38T","resultModule1","true","AU4KB8UXDHECP2GW1YFS","[object Object]","[object Object]","NA","NA","1458861559465","lgc0"
"4221","false","500","A","AU4KB8UXDHECP2GW1YFS","resultModule1","true","AU51IRVUO6C24ZNPS38T","[object Object]","[object Object]","NA","NA","1458861560593","lgc0"
"9608","false","800","A","AULTUQHAJ18IPORCE7BK","resultModule1","true","AUPR179G0VXI2CWLOSDF","[object Object]","[object Object]","NA","NA","1458861564486","lgc0"
