access, exit, bonus, terminated
AU21GXTBRFJ85YUV9LDK, EgZuveK0FblBT2qt, 4039.5625, false
AU4X63OAKJMPYFW0UZB9, E0U7uSLzeErQMJT4, 1998.8125, false
