access, exit, bonus, terminated
AU3CSW8MJT12O9P0HLA6, ELwEnfiaUXjZHSzg, 3462.75, false
AUCT72Y6N4GBZJXKHPF8, ErJbfY0NThHIM4n8, 3115.25, false
AUDC5NOUKWFAI7MRGLXT, EfVa0Uq8ibKLSwg9, 4010.25, false
AUCXOHYMKT54SEPRDB9A, EmcPjZH6OYMy5vGf, 3011.75, false
