"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
11022,"false",500,"A","AUDC5NOUKWFAI7MRGLXT","resultModule1","true","AUCT72Y6N4GBZJXKHPF8","[object Object]","[object Object]","NA","NA",1519763402101,"lgc0"
11956,"false",700,"A","AU3CSW8MJT12O9P0HLA6","resultModule1","true","AUCXOHYMKT54SEPRDB9A","[object Object]","[object Object]","NA","NA",1519763403016,"lgc0"
30002,"false","NA","NA","NA","NA","true","AUDC5NOUKWFAI7MRGLXT","[object Object]","[object Object]","NA","NA",1519763421090,"lgc0"
30005,"false","NA","NA","NA","NA","true","AU3CSW8MJT12O9P0HLA6","[object Object]","[object Object]","NA","NA",1519763421175,"lgc0"
