"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
16037,"false",300,100,"B","AUCXOHYMKT54SEPRDB9A","Module1","true","AU3CSW8MJT12O9P0HLA6","[object Object]","[object Object]","NA","NA",1519761792555,"lgc0"
16135,"false",700,300,"A","AU3CSW8MJT12O9P0HLA6","Module1","true","AUCXOHYMKT54SEPRDB9A","[object Object]","[object Object]","NA","NA",1519761792622,"lgc0"
20373,"false",500,500,"A","AUDC5NOUKWFAI7MRGLXT","Module1","true","AUCT72Y6N4GBZJXKHPF8","[object Object]","[object Object]","NA","NA",1519761796758,"lgc0"
20403,"false",500,500,"B","AUCT72Y6N4GBZJXKHPF8","Module1","true","AUDC5NOUKWFAI7MRGLXT","[object Object]","[object Object]","NA","NA",1519761796779,"lgc0"
