"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
8660,"false","dice",2,2,"true","AUDC5NOUKWFAI7MRGLXT","[object Object]","[object Object]","NA","NA",1519763206789,"lgc0"
11138,"false","dice",2,2,"true","AU3CSW8MJT12O9P0HLA6","[object Object]","[object Object]","NA","NA",1519763209463,"lgc0"
13477,"false","dice",3,3,"true","AUCXOHYMKT54SEPRDB9A","[object Object]","[object Object]","NA","NA",1519763211855,"lgc0"
16411,"false","dice",5,5,"true","AUCT72Y6N4GBZJXKHPF8","[object Object]","[object Object]","NA","NA",1519763214455,"lgc0"
