"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
12236,"false","questionary3",9,"true","AUDC5NOUKWFAI7MRGLXT","[object Object]","[object Object]","NA","NA",1519763374706,"lgc0"
13281,"false","questionary3",1,"true","AUCT72Y6N4GBZJXKHPF8","[object Object]","[object Object]","NA","NA",1519763375725,"lgc0"
21365,"false","questionary3",5,"true","AU3CSW8MJT12O9P0HLA6","[object Object]","[object Object]","NA","NA",1519763383963,"lgc0"
28386,"false","questionary3",9,"true","AUCXOHYMKT54SEPRDB9A","[object Object]","[object Object]","NA","NA",1519763390808,"lgc0"
