"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
4019,"false",270,"false",27,1500,1482.5333333333333,10,"K",8,"resultModule2","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA",8,1519763108766,"lgc0"
8120,"false",16,"false",1.6,1650,1657.9333333333334,11,"G",8,"resultModule2","true","AUCHJB0D4OMIZ1LN9FEG","[object Object]","[object Object]","NA",8,1519763120354,"lgc0"
12614,"false",0,"false",0,1950,1959.5333333333333,13,"G",8,"resultModule2","true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA",8,1519763121065,"lgc0"
