"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
4236,"false","resultModule4",2,"A","1.00","NA","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA",1519763113223,"lgc0"
6809,"false","resultModule4",2,"B","0.05","NA","true","AUCHJB0D4OMIZ1LN9FEG","[object Object]","[object Object]","NA","NA",1519763127361,"lgc0"
10949,"false","resultModule4",4,"A","1.00","NA","true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1519763132455,"lgc0"
