"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7069,"false","dice",5,5,"true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA",1519762996661,"lgc0"
7405,"false","dice",4,6,"true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1519762997222,"lgc0"
9283,"false","dice",3,4,"true","AUCHJB0D4OMIZ1LN9FEG","[object Object]","[object Object]","NA","NA",1519762999291,"lgc0"
