"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
36015,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA",1519762861630,"lgc0"
54120,"false","Module4","B\,B\,A\,B\,A\,A\,A\,B\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUCHJB0D4OMIZ1LN9FEG","[object Object]","[object Object]","NA","NA",1519762879758,"lgc0"
120309,"false","Module4","A\,A\,A\,A\,A\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1519762946173,"lgc0"
