"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
6697,"false",1000,"A","AUCHJB0D4OMIZ1LN9FEG","resultModule1","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA",1519763104513,"lgc0"
10027,"false",0,"B","AUC7H1G6QNFVPSZKLW8T","resultModule1","true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1519763108100,"lgc0"
14203,"false",0,"B","AUCKU05JXQIYL3WTFR1S","resultModule1","true","AUCHJB0D4OMIZ1LN9FEG","[object Object]","[object Object]","NA","NA",1519763112035,"lgc0"
