access, exit, bonus, terminated
AU2A683XSLDUWFPYZTBN, En17z28mg3dYGBhH, 1695, false
AU4G1YSBXHL2PQVO9WNI, EOyYaTeZChAlLjK5, 2935, false
AUTAWLKOZ6J2P719SR5V, EBqdFhSaDbrvliXm, 3470, false
