"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
7162,"false","resultModule4",5,"B","1.95","NA","true","AUUHJK6MOCVQ4XDWGA3E","[object Object]","[object Object]","NA","NA",1489613126053,"lgc0"
