access, exit, bonus, terminated
AUFKIOJDXE8HPB7Z0VCW, EyxdqlDb31ZYUaXm, 2.146625, false
AUZ3IU97J2TNPKXH0YGW, EQBX1RWMeIlwGmLV, 4.129125, false
AU9FEM16JWBU23YPXSRT, E0E2Y6wW5Imxl7oH, 3.589625, false
AUN67FX9EWJ4URSTKH1G, EuWYOr7e8ATP2QVk, 3.184625, false
