access, exit, bonus, terminated
AUEPWVDT14N0HL2SA953, EAV6dHo9wain0S4L, 3.4975, false
AU2A683XSLDUWFPYZTBN, En17z28mg3dYGBhH, 4.4775, false
AUWP0HJARCIVG25YK4M9, EMwhpFQ7HV0RoDI8, 3.3475, false
AUINXFO4TE6HQ01CDRZ5, EEWMKIjdA7FRmq32, 3.9775, false
