"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
"1916","false","200","false","20","1500","1561.625","10","G","9","resultModule2","true","AUNA950ME3SYLJOI12R7","[object Object]","[object Object]","NA","9","1458870910795","lgc0"
"6741","false","165","false","16.5","1650","1715.125","11","K","9","resultModule2","true","AUUGPB8DISTOVC4XJYRW","[object Object]","[object Object]","NA","9","1458870919424","lgc0"
"10350","false","2100","false","210","2100","1971.625","14","K","9","resultModule2","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","9","1458870926316","lgc0"
"15503","false","800","false","80","1500","1501.625","10","G","9","resultModule2","true","AU7KPGVJZH0UX521D6LO","[object Object]","[object Object]","NA","9","1458870930674","lgc0"
