"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
8427,"false","Module0","NA",0,"true","AU6JOQDNV0IL2ZHUF5XT","[object Object]","[object Object]","NA","NA",1506259734566,"lgc0"
7602,"false","Module0","NA",0,"true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA","NA",1506259735766,"lgc0"
16194,"false","Module1","NA",0,"true","AUZB4QMU0XLW7PGS2VEF","[object Object]","[object Object]","NA","NA",1506259742317,"lgc0"
30001,"false","Module1","NA",0,"true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA","NA",1506259755675,"lgc0"
