"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
"5542","false","1050","false","105","1050","1098.75","7","G","9","resultModule2","true","AUWFIU3EJ6R7AD8GXMP0","[object Object]","[object Object]","NA","9","1458860416538","lgc0"
"10088","false","1500","false","150","1500","1503.75","10","K","9","resultModule2","true","AU8Y6TNO0KF1W3JVHPB2","[object Object]","[object Object]","NA","9","1458860423616","lgc0"
"14834","false","2100","false","210","2100","2043.75","14","G","9","resultModule2","true","AU1SK8IMNP934ZGA7R2T","[object Object]","[object Object]","NA","9","1458860425984","lgc0"
"14373","false","1500","false","150","1500","1503.75","10","K","9","resultModule2","true","AUN67FX9EWJ4URSTKH1G","[object Object]","[object Object]","NA","9","1458860426055","lgc0"
