access, exit, bonus, terminated
AUPBCUW2D3J5MLX16R90, EfzdEqonRialAYC9, 5.903, false
AU34IUXMVBNOWJG962L7, EyqLMbjslAfHQGXd, 3.361, false
AUL1N3CVPRIS7FJHGEKW, ERyrkoFCQOvUwTiG, 2.623, false
AUJUBIVK2SWY8043ZXER, EW6iKLAs7vMhoF0u, 4.113, false
