access, exit, bonus, terminated
AUJS4UVNGDCAHI9L5KPT, EoORVMey4ktKaEBC, 2.31, false
AU8K40BLH6FGXC2QDERA, EdTXU5x1sjGnOoe2, 3.075, false
AUP3YGBLMRCW6DTAQ97X, Ef9GY7TIqQNeRtgO, 2.015, false
