"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
89059,"false",500,500,"A","AUP3YGBLMRCW6DTAQ97X","Module1","true","AUJS4UVNGDCAHI9L5KPT","[object Object]","[object Object]","NA","NA",1488020720812,"lgc0"
90312,"false",500,500,"A","noone","Module1","true","AU8K40BLH6FGXC2QDERA","[object Object]","[object Object]","NA","NA",1488020720921,"lgc0"
89956,"false",500,0,"B","AUJS4UVNGDCAHI9L5KPT","Module1","true","AUP3YGBLMRCW6DTAQ97X","[object Object]","[object Object]","NA","NA",1488020721012,"lgc0"
