access, exit, bonus, terminated
AUQEO8KSZN2R4Y1D39X7, E8WYEHCJfUDv1cIK, 1.29, false
AUYW4R6UPZ7HJBIN0812, Ekql4b13jhCNGRSv, 5.22, false
AU2ZVFNIW7O9TRMXSPAJ, E6eTuRYoHSIlbkaE, 1.84, false
