"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
10690,"false","dice",3,3,"true","AU78H41UGBM90AXTEJPZ","[object Object]","[object Object]","NA","NA",1506288286303,"lgc0"
95333,"false","dice",4,4,"true","AUPWJO8QBMC2H6G097IF","[object Object]","[object Object]","NA","NA",1506288370953,"lgc0"
99853,"false","dice",2,2,"true","AU9FEM16JWBU23YPXSRT","[object Object]","[object Object]","NA","NA",1506288374578,"lgc0"
111833,"false","dice",3,2,"true","AU63HO87C9LXTAEGQKUY","[object Object]","[object Object]","NA","NA",1506288387451,"lgc0"
