"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
13028,"false","resultModule4",5,"B","1.95","NA","true","AUEPWVDT14N0HL2SA953","[object Object]","[object Object]","NA","NA",1488021280832,"lgc0"
5009,"false","resultModule4",7,"B","1.95","NA","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA","NA",1488021281532,"lgc0"
12069,"false","resultModule4",7,"A","1.00","NA","true","AU4G1YSBXHL2PQVO9WNI","[object Object]","[object Object]","NA","NA",1488021306270,"lgc0"
