"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
1836,"false",0,"false",0,2550,2565,17,"K",9,"resultModule2","true","AUEPWVDT14N0HL2SA953","[object Object]","[object Object]","NA",9,1488021267562,"lgc0"
1775,"false",100,"false",30,1650,1635,11,"G",9,"resultModule2","true","AU2A683XSLDUWFPYZTBN","[object Object]","[object Object]","NA",9,1488021276153,"lgc0"
10812,"false",50,"false",15,3000,3000,20,"G",9,"resultModule2","true","AU4G1YSBXHL2PQVO9WNI","[object Object]","[object Object]","NA",9,1488021293821,"lgc0"
