"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
14435,"false",500,500,"A","AU9PME48Y7CI2DQAUK6R","Module1","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518724988504,"lgc0"
14607,"false",500,500,"B","AU9Z3FOUKE167DP5Q0IY","Module1","true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518724988515,"lgc0"
43252,"false",33,0,"B","AU8XBJ7KGY2TN05WPV4E","Module1","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518725017366,"lgc0"
43338,"false",967,33,"A","AU9ID3BLWFHN0K4PJ8TZ","Module1","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518725017373,"lgc0"
