"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
8341,"false","questionary3",17,"true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518726643769,"lgc0"
18148,"false","questionary3",6,"true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518726653414,"lgc0"
32063,"false","questionary3",9,"true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518726667184,"lgc0"
36472,"false","questionary3",8,"true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518726671536,"lgc0"
