"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
6256,"false","resultModule4",5,"A","1.00","NA","true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518726684514,"lgc0"
14213,"false","resultModule4",1,"A","0.80","NA","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518726722391,"lgc0"
10553,"false","resultModule4",9,"B","1.95","NA","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518726731886,"lgc0"
19326,"false","resultModule4",1,"A","0.80","NA","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518726737155,"lgc0"
