"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
3308,"false",500,"B","AU9Z3FOUKE167DP5Q0IY","resultModule1","true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518726675134,"lgc0"
21057,"false",967,"A","AU9ID3BLWFHN0K4PJ8TZ","resultModule1","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518726692927,"lgc0"
21694,"false",500,"A","AU9PME48Y7CI2DQAUK6R","resultModule1","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518726693440,"lgc0"
23016,"false",33,"B","AU8XBJ7KGY2TN05WPV4E","resultModule1","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518726694919,"lgc0"
