"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
11287,"false","dice",5,5,"true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518726483749,"lgc0"
12428,"false","dice",2,2,"true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518726485089,"lgc0"
13359,"false","dice",4,4,"true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518726486064,"lgc0"
17818,"false","dice",5,5,"true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518726490360,"lgc0"
