"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
2591,"false",500,"false",150,1500,1612.5,10,"K",5,"resultModule2","true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA",5,1518726677971,"lgc0"
14376,"false",1200,"false",360,1200,1102.5,8,"K",5,"resultModule2","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA",5,1518726707993,"lgc0"
24341,"false",1800,"false",540,1800,1522.5,12,"G",5,"resultModule2","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA",5,1518726717552,"lgc0"
25789,"false",0,"false",0,3000,3262.5,20,"G",5,"resultModule2","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA",5,1518726721007,"lgc0"
