"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
20359,"false","dataResult",33,"M",2,"B","true","AU9PME48Y7CI2DQAUK6R","[object Object]","[object Object]","NA","NA",1518726517396,"lgc0"
21203,"false","dataResult",62,"F",7,"A","true","AU9ID3BLWFHN0K4PJ8TZ","[object Object]","[object Object]","NA","NA",1518726518299,"lgc0"
22048,"false","dataResult",71,"M",4,"B","true","AU8XBJ7KGY2TN05WPV4E","[object Object]","[object Object]","NA","NA",1518726519163,"lgc0"
40702,"false","dataResult",69,"F",4,"A","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","NA",1518726537664,"lgc0"
