"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
24305,"false","questionary3",18,"true","AUPH7DWXYS6LITM2FZU3","[object Object]","[object Object]","NA","NA",1488039423572,"lgc0"
26482,"false","questionary3",1,"true","AUXAPR62STVQKWIDJ45E","[object Object]","[object Object]","NA","NA",1488039425839,"lgc0"
32863,"false","questionary3",1,"true","AU5VUBT3WCQ6YEON9084","[object Object]","[object Object]","NA","NA",1488039432129,"lgc0"
