"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
8608,"false","dice",5,5,"true","AUHK4WS129PBIDYGZ8QJ","[object Object]","[object Object]","NA","NA",1506266612376,"lgc0"
9938,"false","dice",3,3,"true","AU21GXTBRFJ85YUV9LDK","[object Object]","[object Object]","NA","NA",1506266614204,"lgc0"
10122,"false","dice",5,5,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1506266614238,"lgc0"
15446,"false","dice",3,6,"true","AUMZO301CKS56HALGU8X","[object Object]","[object Object]","NA","NA",1506266619404,"lgc0"
