access, exit, bonus, terminated
AU1I24FYT6VKMGOUD0JR, E8HYTe5B6zV2PmAj, NaN, false
AU21GXTBRFJ85YUV9LDK, EgZuveK0FblBT2qt, NaN, false
AUHK4WS129PBIDYGZ8QJ, EqbvER3zgijQ60dX, 3166.875, false
AUMZO301CKS56HALGU8X, EgXZQzpT3U9RIMyN, 4064.375, false
