"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
2778,"false","Module0","NA",0,"true","AUMZO301CKS56HALGU8X","[object Object]","[object Object]","NA","NA",1506266028156,"lgc0"
6782,"false","Module1","NA",0,"true","AU21GXTBRFJ85YUV9LDK","[object Object]","[object Object]","NA","NA",1506266030553,"lgc0"
13571,"false","Module0","NA",0,"true","AUHK4WS129PBIDYGZ8QJ","[object Object]","[object Object]","NA","NA",1506266036823,"lgc0"
26400,"false","Module1","NA",0,"true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1506266050945,"lgc0"
