"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
11016,"false",0,400,"B","AU2ZOTYNRUHALF8917I3","Module1","true","AU25DBH0NU97R6KIZGCJ","[object Object]","[object Object]","NA","NA",1512495296112,"lgc0"
11008,"false",1000,0,"A","AU25DBH0NU97R6KIZGCJ","Module1","true","AU2ZOTYNRUHALF8917I3","[object Object]","[object Object]","NA","NA",1512495296123,"lgc0"
36186,"false",500,100,"B","AU34IUXMVBNOWJG962L7","Module1","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1512495321496,"lgc0"
36497,"false",500,500,"A","AU2X1ESN4IQ6HDZ3BL90","Module1","true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1512495321771,"lgc0"
