"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
8482,"false","dice",5,5,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1512496078780,"lgc0"
10828,"false","dice",4,4,"true","AU2ZOTYNRUHALF8917I3","[object Object]","[object Object]","NA","NA",1512496080834,"lgc0"
10312,"false","dice",5,5,"true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1512496081013,"lgc0"
19577,"false","dice",1,1,"true","AU25DBH0NU97R6KIZGCJ","[object Object]","[object Object]","NA","NA",1512496089533,"lgc0"
