"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8667,"false",500,"A","AU2X1ESN4IQ6HDZ3BL90","resultModule1","true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1512496233411,"lgc0"
13318,"false",1000,"A","AU25DBH0NU97R6KIZGCJ","resultModule1","true","AU2ZOTYNRUHALF8917I3","[object Object]","[object Object]","NA","NA",1512496237795,"lgc0"
13929,"false",0,"B","AU2ZOTYNRUHALF8917I3","resultModule1","true","AU25DBH0NU97R6KIZGCJ","[object Object]","[object Object]","NA","NA",1512496238386,"lgc0"
15554,"false",500,"B","AU34IUXMVBNOWJG962L7","resultModule1","true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1512496240288,"lgc0"
