"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
7005,"false","questionary3",17,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1512496183832,"lgc0"
9102,"false","questionary3",11,"true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1512496185917,"lgc0"
13054,"false","questionary3",7,"true","AU25DBH0NU97R6KIZGCJ","[object Object]","[object Object]","NA","NA",1512496189620,"lgc0"
47382,"false","questionary3",17,"true","AU2ZOTYNRUHALF8917I3","[object Object]","[object Object]","NA","NA",1512496224194,"lgc0"
