"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8412,"false",800,"A","noone","resultModule1","true","AUBWILR1QU6OEYP3AV0M","[object Object]","[object Object]","NA","NA",1488022132066,"lgc0"
11485,"false",1000,"A","AUKVJS508X7CIWHQPOAN","resultModule1","true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1488022135151,"lgc0"
26252,"false",0,"B","AU5YO6KGZAW1PM0UDVCB","resultModule1","true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA","NA",1488022150010,"lgc0"
